"","predict","test"
"110",FALSE,FALSE
"111",FALSE,FALSE
"112",FALSE,FALSE
"113",FALSE,FALSE
"114",FALSE,FALSE
"115",FALSE,FALSE
"116",FALSE,FALSE
"117",FALSE,FALSE
"118",FALSE,FALSE
"119",FALSE,FALSE
"120",FALSE,FALSE
"121",FALSE,FALSE
"122",FALSE,FALSE
"123",FALSE,FALSE
"124",FALSE,FALSE
"125",FALSE,FALSE
"126",FALSE,FALSE
"127",FALSE,FALSE
"128",FALSE,FALSE
"129",FALSE,FALSE
"130",FALSE,FALSE
"131",FALSE,FALSE
"132",FALSE,FALSE
"133",FALSE,FALSE
"134",FALSE,FALSE
"135",FALSE,FALSE
"136",FALSE,FALSE
"137",FALSE,FALSE
"138",FALSE,FALSE
"139",FALSE,FALSE
"140",FALSE,FALSE
"141",FALSE,FALSE
"142",FALSE,FALSE
"143",FALSE,FALSE
"144",FALSE,FALSE
"145",FALSE,FALSE
"146",TRUE,FALSE
"147",TRUE,FALSE
"148",FALSE,FALSE
"149",FALSE,FALSE
"150",FALSE,FALSE
"151",FALSE,FALSE
"152",FALSE,FALSE
"153",FALSE,FALSE
"154",FALSE,FALSE
"155",FALSE,FALSE
"156",FALSE,FALSE
"157",FALSE,FALSE
"158",FALSE,FALSE
"159",FALSE,FALSE
"160",FALSE,FALSE
"161",FALSE,FALSE
"162",FALSE,FALSE
"163",FALSE,FALSE
"164",FALSE,FALSE
"165",FALSE,FALSE
"166",TRUE,FALSE
"167",FALSE,FALSE
"168",FALSE,FALSE
"169",FALSE,FALSE
"170",FALSE,FALSE
"171",FALSE,FALSE
"172",FALSE,FALSE
"173",FALSE,FALSE
"174",FALSE,FALSE
"175",FALSE,FALSE
"176",FALSE,FALSE
"177",FALSE,FALSE
"178",FALSE,FALSE
"179",FALSE,FALSE
"180",FALSE,FALSE
"181",FALSE,FALSE
"182",FALSE,FALSE
"183",FALSE,FALSE
"184",FALSE,FALSE
"185",FALSE,FALSE
"186",FALSE,FALSE
"187",FALSE,FALSE
"188",FALSE,FALSE
"189",FALSE,FALSE
"190",FALSE,FALSE
"191",FALSE,FALSE
"192",FALSE,FALSE
"193",FALSE,FALSE
"194",FALSE,FALSE
"195",FALSE,FALSE
"196",FALSE,FALSE
"197",TRUE,FALSE
"198",FALSE,FALSE
"199",FALSE,FALSE
"200",FALSE,FALSE
"201",FALSE,FALSE
"202",FALSE,FALSE
"203",FALSE,FALSE
"204",FALSE,FALSE
"205",FALSE,FALSE
"206",FALSE,FALSE
"207",FALSE,FALSE
"208",FALSE,FALSE
"209",FALSE,FALSE
"210",FALSE,FALSE
"211",FALSE,FALSE
"212",FALSE,FALSE
"213",FALSE,FALSE
"214",FALSE,FALSE
"215",FALSE,FALSE
"216",FALSE,FALSE
"217",FALSE,FALSE
"218",FALSE,FALSE
"219",FALSE,FALSE
"220",FALSE,FALSE
"221",FALSE,FALSE
"222",FALSE,FALSE
"223",FALSE,FALSE
"224",FALSE,FALSE
"225",FALSE,FALSE
"226",FALSE,FALSE
"227",FALSE,FALSE
"228",FALSE,FALSE
"229",FALSE,FALSE
"230",FALSE,FALSE
"231",FALSE,FALSE
"232",FALSE,FALSE
"233",FALSE,FALSE
"234",FALSE,FALSE
"235",FALSE,FALSE
"236",FALSE,FALSE
"237",FALSE,FALSE
"238",FALSE,FALSE
"239",FALSE,FALSE
"240",FALSE,FALSE
"241",FALSE,FALSE
"242",FALSE,FALSE
"243",FALSE,FALSE
"244",FALSE,FALSE
"245",FALSE,FALSE
"246",FALSE,FALSE
"247",FALSE,FALSE
"248",FALSE,FALSE
"249",FALSE,FALSE
"250",FALSE,FALSE
"251",FALSE,FALSE
"252",FALSE,FALSE
"253",FALSE,FALSE
"254",FALSE,FALSE
"255",FALSE,FALSE
"256",FALSE,FALSE
"257",FALSE,FALSE
"258",FALSE,FALSE
"259",FALSE,FALSE
"260",FALSE,FALSE
"261",FALSE,FALSE
"262",FALSE,FALSE
"263",FALSE,FALSE
"264",FALSE,FALSE
"265",FALSE,FALSE
"266",FALSE,FALSE
"267",FALSE,FALSE
"268",FALSE,FALSE
"269",FALSE,FALSE
"270",FALSE,FALSE
"271",FALSE,FALSE
"272",FALSE,FALSE
"273",FALSE,FALSE
"274",FALSE,FALSE
"275",FALSE,FALSE
"276",FALSE,FALSE
"277",FALSE,FALSE
"278",FALSE,FALSE
"279",FALSE,FALSE
"280",FALSE,FALSE
"281",FALSE,FALSE
"282",FALSE,FALSE
"283",FALSE,FALSE
"284",FALSE,FALSE
"285",FALSE,FALSE
"286",FALSE,FALSE
"287",FALSE,FALSE
"288",FALSE,FALSE
"289",FALSE,FALSE
"290",FALSE,FALSE
"291",FALSE,FALSE
"292",FALSE,FALSE
"293",FALSE,FALSE
"294",FALSE,FALSE
"295",FALSE,FALSE
"296",FALSE,FALSE
"297",FALSE,FALSE
"298",FALSE,FALSE
"299",FALSE,FALSE
"300",FALSE,FALSE
"301",FALSE,FALSE
"302",FALSE,FALSE
"303",FALSE,FALSE
"304",FALSE,FALSE
"305",FALSE,FALSE
"306",FALSE,FALSE
"307",FALSE,FALSE
"308",FALSE,FALSE
"309",FALSE,FALSE
"310",FALSE,FALSE
"311",FALSE,FALSE
"312",FALSE,FALSE
"313",FALSE,FALSE
"314",FALSE,FALSE
"315",FALSE,FALSE
"316",FALSE,FALSE
"317",FALSE,FALSE
"318",FALSE,FALSE
"319",FALSE,FALSE
"320",FALSE,FALSE
"321",FALSE,FALSE
"322",FALSE,FALSE
"323",FALSE,FALSE
"324",FALSE,FALSE
"325",FALSE,FALSE
"326",FALSE,FALSE
"327",FALSE,FALSE
"328",FALSE,FALSE
"329",FALSE,FALSE
"330",FALSE,FALSE
"331",FALSE,FALSE
"332",FALSE,FALSE
"333",FALSE,FALSE
"334",FALSE,FALSE
"335",FALSE,FALSE
"336",FALSE,FALSE
"337",FALSE,FALSE
"338",FALSE,FALSE
"339",FALSE,FALSE
"340",FALSE,FALSE
"341",FALSE,FALSE
"342",FALSE,FALSE
"343",FALSE,FALSE
"344",FALSE,FALSE
"345",FALSE,FALSE
"346",FALSE,FALSE
"347",FALSE,FALSE
"348",FALSE,FALSE
"349",FALSE,FALSE
"350",FALSE,FALSE
"351",FALSE,FALSE
"352",FALSE,FALSE
"353",FALSE,FALSE
"354",FALSE,FALSE
"355",FALSE,FALSE
"356",FALSE,FALSE
"357",FALSE,FALSE
"358",FALSE,FALSE
"359",FALSE,FALSE
"360",FALSE,FALSE
"361",FALSE,FALSE
"362",FALSE,FALSE
"363",FALSE,FALSE
"364",FALSE,FALSE
"365",FALSE,FALSE
"366",FALSE,FALSE
"367",FALSE,FALSE
"368",FALSE,FALSE
"369",FALSE,FALSE
"370",FALSE,FALSE
"371",FALSE,FALSE
"372",FALSE,FALSE
"373",FALSE,FALSE
"374",FALSE,FALSE
"375",FALSE,FALSE
"376",FALSE,FALSE
"377",FALSE,FALSE
"378",FALSE,FALSE
"379",FALSE,FALSE
"380",FALSE,FALSE
"381",FALSE,FALSE
"382",TRUE,FALSE
"383",TRUE,FALSE
"384",FALSE,FALSE
"385",TRUE,FALSE
"386",TRUE,FALSE
"387",TRUE,FALSE
"388",TRUE,FALSE
"389",TRUE,FALSE
"390",TRUE,FALSE
"391",FALSE,FALSE
"392",TRUE,FALSE
"393",TRUE,FALSE
"394",FALSE,FALSE
"395",FALSE,FALSE
"396",FALSE,FALSE
"397",FALSE,FALSE
"398",FALSE,FALSE
"399",FALSE,FALSE
"400",FALSE,FALSE
"401",FALSE,FALSE
"402",TRUE,FALSE
"403",FALSE,FALSE
"404",FALSE,FALSE
"405",FALSE,FALSE
"406",FALSE,FALSE
"407",FALSE,FALSE
"408",FALSE,FALSE
"409",FALSE,FALSE
"410",FALSE,FALSE
"411",FALSE,FALSE
"412",FALSE,FALSE
"413",FALSE,FALSE
"414",FALSE,FALSE
"415",FALSE,FALSE
"416",FALSE,FALSE
"417",FALSE,FALSE
"418",FALSE,FALSE
"419",FALSE,FALSE
"420",FALSE,FALSE
"421",FALSE,FALSE
"422",FALSE,FALSE
"423",FALSE,FALSE
"424",FALSE,FALSE
"425",FALSE,FALSE
"426",FALSE,FALSE
"427",FALSE,FALSE
"428",FALSE,FALSE
"429",FALSE,FALSE
"430",FALSE,FALSE
"431",FALSE,FALSE
"432",FALSE,FALSE
"433",FALSE,FALSE
"434",FALSE,FALSE
"435",FALSE,FALSE
"436",FALSE,FALSE
"437",FALSE,FALSE
"438",FALSE,FALSE
"439",FALSE,FALSE
"440",FALSE,FALSE
"441",FALSE,FALSE
"442",FALSE,FALSE
"443",FALSE,FALSE
"444",FALSE,FALSE
"445",FALSE,FALSE
"446",FALSE,FALSE
"447",FALSE,FALSE
"448",FALSE,FALSE
"449",FALSE,FALSE
"450",FALSE,FALSE
"451",FALSE,FALSE
"452",FALSE,FALSE
"453",FALSE,FALSE
"454",FALSE,FALSE
"455",FALSE,FALSE
"456",FALSE,FALSE
"457",FALSE,FALSE
"458",FALSE,FALSE
"459",FALSE,FALSE
"460",FALSE,FALSE
"461",FALSE,FALSE
"462",FALSE,FALSE
"463",FALSE,FALSE
"464",FALSE,FALSE
"465",FALSE,FALSE
"466",FALSE,FALSE
"467",FALSE,FALSE
"468",FALSE,FALSE
"469",FALSE,FALSE
"470",FALSE,FALSE
"471",FALSE,FALSE
"472",FALSE,FALSE
"473",FALSE,FALSE
"474",FALSE,FALSE
"475",FALSE,FALSE
"476",FALSE,FALSE
"477",FALSE,FALSE
"478",FALSE,FALSE
"479",FALSE,FALSE
"480",FALSE,FALSE
"481",FALSE,FALSE
"482",FALSE,FALSE
"483",FALSE,FALSE
"484",FALSE,FALSE
"485",FALSE,FALSE
"486",FALSE,FALSE
"487",FALSE,FALSE
"488",FALSE,FALSE
"489",FALSE,FALSE
"490",FALSE,FALSE
"491",FALSE,FALSE
"492",FALSE,FALSE
"493",FALSE,FALSE
"494",FALSE,FALSE
"495",FALSE,FALSE
"496",FALSE,FALSE
"497",FALSE,FALSE
"498",FALSE,FALSE
"499",FALSE,FALSE
"500",FALSE,FALSE
"501",FALSE,FALSE
"502",FALSE,FALSE
"503",FALSE,FALSE
"504",FALSE,FALSE
"505",FALSE,FALSE
"506",FALSE,FALSE
"507",FALSE,FALSE
"508",FALSE,FALSE
"509",FALSE,FALSE
"510",FALSE,FALSE
"511",FALSE,FALSE
"512",FALSE,FALSE
"513",FALSE,FALSE
"514",FALSE,FALSE
"515",FALSE,FALSE
"516",FALSE,FALSE
"517",FALSE,FALSE
"518",FALSE,FALSE
"519",FALSE,FALSE
"520",FALSE,FALSE
"521",FALSE,FALSE
"522",FALSE,FALSE
"523",FALSE,FALSE
"524",FALSE,FALSE
"525",FALSE,FALSE
"526",FALSE,FALSE
"527",FALSE,FALSE
"528",FALSE,FALSE
"529",FALSE,FALSE
"530",FALSE,FALSE
"531",FALSE,FALSE
"532",FALSE,FALSE
"533",FALSE,FALSE
"534",FALSE,FALSE
"535",FALSE,FALSE
"536",FALSE,FALSE
"537",FALSE,FALSE
"538",FALSE,FALSE
"539",FALSE,FALSE
"540",FALSE,FALSE
"541",FALSE,FALSE
"542",FALSE,FALSE
"543",FALSE,FALSE
"544",FALSE,FALSE
"545",FALSE,FALSE
"546",FALSE,FALSE
"547",FALSE,FALSE
"548",FALSE,FALSE
"549",FALSE,FALSE
"550",FALSE,FALSE
"551",FALSE,FALSE
"552",FALSE,FALSE
"553",FALSE,FALSE
"554",FALSE,FALSE
"555",FALSE,FALSE
"556",FALSE,FALSE
"557",FALSE,FALSE
"558",FALSE,FALSE
"559",FALSE,FALSE
"560",FALSE,FALSE
"561",FALSE,FALSE
"562",FALSE,FALSE
"563",FALSE,FALSE
"564",FALSE,FALSE
"565",FALSE,FALSE
"566",FALSE,FALSE
"567",FALSE,FALSE
"568",FALSE,FALSE
"569",FALSE,FALSE
"570",FALSE,FALSE
"571",FALSE,FALSE
"572",FALSE,FALSE
"573",FALSE,FALSE
"574",FALSE,FALSE
"575",FALSE,FALSE
"576",FALSE,FALSE
"577",FALSE,FALSE
"578",FALSE,FALSE
"579",FALSE,FALSE
"580",FALSE,FALSE
"581",FALSE,FALSE
"582",FALSE,FALSE
"583",FALSE,FALSE
"584",FALSE,FALSE
"585",FALSE,FALSE
"586",FALSE,FALSE
"587",FALSE,FALSE
"588",FALSE,FALSE
"589",FALSE,FALSE
"590",FALSE,FALSE
"591",FALSE,FALSE
"592",FALSE,FALSE
"593",FALSE,FALSE
"594",FALSE,FALSE
"595",FALSE,FALSE
"596",FALSE,FALSE
"597",FALSE,FALSE
"598",FALSE,FALSE
"599",FALSE,TRUE
"600",TRUE,TRUE
"601",TRUE,TRUE
"602",TRUE,TRUE
"603",TRUE,TRUE
"604",TRUE,TRUE
"605",FALSE,TRUE
"606",FALSE,TRUE
"607",TRUE,TRUE
"608",FALSE,TRUE
"609",FALSE,TRUE
"610",FALSE,TRUE
"611",FALSE,TRUE
"612",FALSE,TRUE
"613",FALSE,TRUE
"614",FALSE,TRUE
"615",FALSE,TRUE
"616",FALSE,TRUE
"617",FALSE,TRUE
"618",FALSE,TRUE
"619",FALSE,TRUE
"620",FALSE,TRUE
"621",FALSE,TRUE
"622",TRUE,TRUE
"623",FALSE,TRUE
"624",TRUE,TRUE
"625",TRUE,TRUE
"626",TRUE,TRUE
"627",TRUE,TRUE
"628",TRUE,TRUE
"629",TRUE,TRUE
"630",TRUE,TRUE
"631",TRUE,TRUE
"632",TRUE,TRUE
"633",TRUE,TRUE
"634",FALSE,TRUE
"635",TRUE,TRUE
"636",TRUE,TRUE
"637",TRUE,TRUE
"638",TRUE,TRUE
"639",TRUE,TRUE
"640",TRUE,TRUE
"641",TRUE,TRUE
"642",TRUE,TRUE
"643",TRUE,TRUE
"644",TRUE,TRUE
"645",TRUE,TRUE
"646",TRUE,TRUE
"647",TRUE,TRUE
"648",TRUE,TRUE
"649",TRUE,TRUE
"650",TRUE,TRUE
"651",TRUE,TRUE
"652",TRUE,TRUE
"653",TRUE,TRUE
"654",TRUE,TRUE
"655",TRUE,TRUE
"656",TRUE,TRUE
"657",TRUE,TRUE
"658",TRUE,TRUE
"659",FALSE,TRUE
"660",TRUE,TRUE
"661",TRUE,TRUE
"662",TRUE,TRUE
"663",TRUE,TRUE
"664",TRUE,TRUE
"665",TRUE,TRUE
"666",TRUE,TRUE
"667",TRUE,TRUE
"668",TRUE,TRUE
"669",TRUE,TRUE
"670",TRUE,TRUE
"671",TRUE,TRUE
"672",TRUE,TRUE
"673",TRUE,TRUE
"674",TRUE,TRUE
"675",TRUE,TRUE
"676",TRUE,TRUE
"677",TRUE,TRUE
"678",TRUE,TRUE
"679",TRUE,TRUE
"680",TRUE,TRUE
"681",TRUE,TRUE
"682",TRUE,TRUE
"683",TRUE,TRUE
"684",TRUE,TRUE
"685",TRUE,TRUE
"686",TRUE,TRUE
"687",TRUE,TRUE
"688",FALSE,TRUE
"689",FALSE,TRUE
"690",FALSE,TRUE
"691",TRUE,TRUE
"692",TRUE,TRUE
"693",TRUE,TRUE
"694",TRUE,TRUE
"695",TRUE,TRUE
"696",FALSE,TRUE
"697",TRUE,TRUE
"698",TRUE,TRUE
"699",TRUE,TRUE
"700",TRUE,TRUE
"701",TRUE,TRUE
"702",TRUE,TRUE
"703",TRUE,TRUE
"704",FALSE,TRUE
"705",FALSE,TRUE
"706",TRUE,TRUE
"707",TRUE,TRUE
"708",TRUE,TRUE
"709",TRUE,TRUE
"710",TRUE,TRUE
"711",TRUE,TRUE
"712",TRUE,TRUE
"713",FALSE,TRUE
"714",FALSE,TRUE
"715",TRUE,TRUE
"716",TRUE,TRUE
"717",FALSE,TRUE
"718",FALSE,TRUE
"719",FALSE,TRUE
"720",TRUE,TRUE
"721",TRUE,TRUE
"722",TRUE,TRUE
"723",TRUE,TRUE
"724",TRUE,TRUE
"725",TRUE,TRUE
"726",TRUE,TRUE
"727",TRUE,TRUE
"728",FALSE,TRUE
"729",TRUE,TRUE
"730",TRUE,TRUE
"731",TRUE,TRUE
"732",FALSE,TRUE
"733",TRUE,TRUE
"734",TRUE,TRUE
"735",TRUE,TRUE
"736",TRUE,TRUE
"737",TRUE,TRUE
"738",TRUE,TRUE
"739",TRUE,TRUE
"740",FALSE,TRUE
"741",TRUE,TRUE
"742",FALSE,TRUE
"743",TRUE,TRUE
"744",FALSE,TRUE
"745",FALSE,TRUE
"746",TRUE,TRUE
"747",TRUE,TRUE
"748",FALSE,TRUE
"749",FALSE,TRUE
"750",FALSE,TRUE
"751",FALSE,TRUE
"752",FALSE,TRUE
"753",FALSE,TRUE
"754",TRUE,TRUE
"755",TRUE,TRUE
"756",TRUE,TRUE
"757",TRUE,TRUE
"758",TRUE,TRUE
"759",TRUE,TRUE
"760",TRUE,TRUE
"761",TRUE,TRUE
"762",TRUE,TRUE
"763",TRUE,TRUE
"764",TRUE,TRUE
"765",TRUE,TRUE
"766",TRUE,TRUE
"767",FALSE,TRUE
"768",FALSE,TRUE
"769",FALSE,TRUE
"770",FALSE,TRUE
"771",FALSE,TRUE
"772",FALSE,TRUE
"773",FALSE,TRUE
"774",FALSE,TRUE
"775",FALSE,TRUE
"776",FALSE,TRUE
"777",FALSE,TRUE
"778",FALSE,TRUE
"779",FALSE,TRUE
"780",FALSE,TRUE
"781",FALSE,TRUE
"782",FALSE,TRUE
"783",FALSE,TRUE
"784",TRUE,TRUE
"785",FALSE,TRUE
"786",TRUE,TRUE
"787",TRUE,TRUE
"788",TRUE,TRUE
"789",TRUE,TRUE
"790",TRUE,TRUE
"791",TRUE,TRUE
"792",TRUE,TRUE
"793",TRUE,TRUE
"794",FALSE,TRUE
"795",FALSE,TRUE
"796",FALSE,TRUE
"797",FALSE,TRUE
"798",FALSE,TRUE
"799",FALSE,TRUE
"800",FALSE,TRUE
"801",FALSE,TRUE
"802",FALSE,TRUE
"803",FALSE,TRUE
"804",FALSE,TRUE
"805",FALSE,TRUE
"806",FALSE,TRUE
"807",FALSE,TRUE
"808",FALSE,TRUE
"809",FALSE,TRUE
"810",FALSE,TRUE
"811",FALSE,TRUE
"812",FALSE,TRUE
"813",FALSE,TRUE
"814",FALSE,TRUE
"815",FALSE,TRUE
"816",FALSE,TRUE
"817",FALSE,TRUE
"818",FALSE,TRUE
"819",FALSE,TRUE
"820",FALSE,TRUE
"821",FALSE,TRUE
"822",FALSE,TRUE
"823",FALSE,TRUE
"824",FALSE,TRUE
"825",FALSE,TRUE
"826",FALSE,TRUE
"827",FALSE,TRUE
"828",FALSE,TRUE
"829",FALSE,TRUE
"830",FALSE,TRUE
"831",FALSE,TRUE
"832",FALSE,TRUE
"833",FALSE,TRUE
"834",FALSE,TRUE
"835",FALSE,TRUE
"836",FALSE,TRUE
"837",FALSE,TRUE
"838",FALSE,TRUE
"839",FALSE,TRUE
"840",FALSE,TRUE
"841",FALSE,TRUE
"842",FALSE,TRUE
"843",FALSE,TRUE
"844",FALSE,TRUE
"845",FALSE,TRUE
"846",FALSE,TRUE
"847",FALSE,TRUE
"848",FALSE,TRUE
"849",FALSE,TRUE
"850",FALSE,TRUE
"851",FALSE,TRUE
"852",FALSE,TRUE
"853",FALSE,TRUE
"854",FALSE,TRUE
"855",FALSE,TRUE
"856",FALSE,TRUE
"857",FALSE,TRUE
"858",FALSE,TRUE
"859",FALSE,TRUE
"860",FALSE,TRUE
"861",FALSE,TRUE
"862",FALSE,TRUE
"863",FALSE,TRUE
"864",FALSE,TRUE
"865",FALSE,TRUE
"866",FALSE,TRUE
"867",FALSE,TRUE
"868",FALSE,TRUE
"869",FALSE,TRUE
"870",FALSE,TRUE
"871",FALSE,TRUE
"872",FALSE,TRUE
"873",FALSE,TRUE
"874",FALSE,TRUE
"875",FALSE,TRUE
"876",FALSE,TRUE
"877",FALSE,TRUE
"878",FALSE,TRUE
"879",FALSE,TRUE
"880",FALSE,TRUE
"881",FALSE,TRUE
"882",FALSE,TRUE
"883",FALSE,TRUE
"884",FALSE,TRUE
"885",FALSE,TRUE
"886",FALSE,TRUE
"887",FALSE,TRUE
"888",FALSE,TRUE
"889",FALSE,TRUE
"890",FALSE,TRUE
"891",FALSE,TRUE
"892",FALSE,TRUE
"893",FALSE,TRUE
"894",FALSE,TRUE
"895",FALSE,TRUE
"896",FALSE,TRUE
"897",FALSE,TRUE
"898",FALSE,TRUE
"899",FALSE,TRUE
"900",FALSE,TRUE
"901",FALSE,TRUE
"902",FALSE,TRUE
"903",FALSE,TRUE
"904",FALSE,TRUE
"905",FALSE,TRUE
"906",FALSE,TRUE
"907",FALSE,TRUE
"908",FALSE,TRUE
"909",FALSE,TRUE
"910",FALSE,TRUE
"911",FALSE,TRUE
"912",FALSE,TRUE
"913",FALSE,TRUE
"914",FALSE,TRUE
"915",FALSE,TRUE
"916",FALSE,TRUE
"917",FALSE,TRUE
"918",FALSE,TRUE
"919",FALSE,TRUE
"920",FALSE,TRUE
"921",FALSE,TRUE
"922",FALSE,TRUE
"923",FALSE,TRUE
"924",FALSE,TRUE
"925",FALSE,TRUE
"926",FALSE,TRUE
"927",FALSE,TRUE
"928",FALSE,TRUE
"929",FALSE,TRUE
"930",FALSE,TRUE
"931",FALSE,TRUE
"932",FALSE,TRUE
"933",FALSE,TRUE
"934",FALSE,TRUE
"935",FALSE,TRUE
"936",FALSE,TRUE
"937",FALSE,TRUE
"938",FALSE,TRUE
"939",FALSE,TRUE
"940",FALSE,TRUE
"941",FALSE,TRUE
"942",FALSE,TRUE
"943",FALSE,TRUE
"944",FALSE,TRUE
"945",FALSE,TRUE
"946",FALSE,TRUE
"947",FALSE,TRUE
"948",FALSE,TRUE
"949",FALSE,TRUE
"950",FALSE,TRUE
"951",FALSE,TRUE
"952",FALSE,TRUE
"953",FALSE,TRUE
"954",FALSE,TRUE
"955",FALSE,TRUE
"956",FALSE,TRUE
"957",FALSE,TRUE
"958",FALSE,TRUE
"959",FALSE,TRUE
"960",FALSE,TRUE
"961",FALSE,TRUE
"962",FALSE,TRUE
"963",FALSE,TRUE
"964",FALSE,TRUE
"965",FALSE,TRUE
"966",FALSE,TRUE
"967",FALSE,TRUE
"968",FALSE,TRUE
"969",FALSE,TRUE
"970",FALSE,TRUE
"971",FALSE,TRUE
"972",FALSE,TRUE
"973",FALSE,TRUE
"974",FALSE,TRUE
"975",FALSE,TRUE
"976",FALSE,TRUE
"977",FALSE,TRUE
"978",FALSE,TRUE
"979",FALSE,TRUE
"980",FALSE,TRUE
"981",FALSE,TRUE
"982",FALSE,TRUE
"983",FALSE,TRUE
"984",FALSE,TRUE
"985",FALSE,TRUE
"986",FALSE,TRUE
"987",FALSE,TRUE
"988",FALSE,TRUE
"989",FALSE,TRUE
"990",TRUE,TRUE
"991",FALSE,TRUE
"992",FALSE,TRUE
"993",FALSE,TRUE
"994",FALSE,TRUE
"995",TRUE,TRUE
"996",TRUE,TRUE
"997",TRUE,TRUE
"998",TRUE,TRUE
"999",TRUE,TRUE
"1000",TRUE,TRUE
"1001",FALSE,TRUE
"1002",FALSE,TRUE
"1003",FALSE,TRUE
"1004",TRUE,TRUE
"1005",TRUE,TRUE
"1006",TRUE,TRUE
"1007",TRUE,TRUE
"1008",TRUE,TRUE
"1009",TRUE,TRUE
"1010",FALSE,TRUE
"1011",FALSE,TRUE
"1012",FALSE,TRUE
"1013",FALSE,TRUE
"1014",FALSE,TRUE
"1015",FALSE,TRUE
"1016",FALSE,TRUE
"1017",FALSE,TRUE
"1018",FALSE,TRUE
"1019",FALSE,TRUE
"1020",FALSE,TRUE
"1021",FALSE,TRUE
"1022",FALSE,TRUE
"1023",FALSE,TRUE
"1024",FALSE,TRUE
"1025",FALSE,TRUE
"1026",FALSE,TRUE
"1027",FALSE,TRUE
"1028",FALSE,TRUE
"1029",FALSE,TRUE
"1030",FALSE,TRUE
"1031",FALSE,TRUE
"1032",TRUE,TRUE
"1033",FALSE,TRUE
"1034",TRUE,TRUE
"1035",TRUE,TRUE
"1036",FALSE,TRUE
"1037",FALSE,TRUE
"1038",FALSE,TRUE
"1039",FALSE,TRUE
"1040",FALSE,TRUE
"1041",FALSE,TRUE
"1042",FALSE,TRUE
"1043",FALSE,TRUE
"1044",TRUE,TRUE
"1045",TRUE,TRUE
"1046",TRUE,TRUE
"1047",TRUE,TRUE
"1048",TRUE,TRUE
"1049",TRUE,TRUE
"1050",TRUE,TRUE
"1051",TRUE,TRUE
"1052",TRUE,TRUE
"1053",TRUE,TRUE
"1054",TRUE,TRUE
"1055",TRUE,TRUE
"1056",TRUE,TRUE
"1057",TRUE,TRUE
"1058",TRUE,TRUE
"1059",TRUE,TRUE
"1060",TRUE,TRUE
"1061",TRUE,TRUE
"1062",TRUE,TRUE
"1063",TRUE,TRUE
"1064",TRUE,TRUE
"1065",TRUE,TRUE
"1066",TRUE,TRUE
"1067",TRUE,TRUE
"1068",TRUE,TRUE
"1069",FALSE,TRUE
"1070",FALSE,TRUE
